,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,Net,Status
2963,Color,Mark Neveldine,170.0,93.0,83.0,501.0,Edi Gathegi,26000.0,27829874.0,Action|Crime|Thriller,Jason Statham,Crank ,196422,28767,Jose Pablo Cantillo,1.0,assassin|cult film|doctor|heart|poison,http://www.imdb.com/title/tt0479884/?ref_=fn_tt_tt_1,444.0,English,USA,R,12000000.0,2006.0,725.0,7.0,1.78,0,15829874.0,Positive
2980,Color,Christopher Guest,144.0,86.0,378.0,783.0,Catherine O'Hara,957.0,5542025.0,Comedy,John Michael Higgins,For Your Consideration ,12197,3535,Ed Begley Jr.,0.0,actor|internet|make up|publicist|purim,http://www.imdb.com/title/tt0470765/?ref_=fn_tt_tt_1,150.0,English,USA,PG-13,12000000.0,2006.0,925.0,6.3,1.85,650,-6457975.0,Negative
2982,Color,Ryan Murphy,132.0,122.0,708.0,316.0,Joseph Cross,433.0,6754898.0,Comedy|Drama,Jill Clayburgh,Running with Scissors ,20000,1291,Dagmara Dominczyk,0.0,alcoholic|fame|therapist|writer|writing,http://www.imdb.com/title/tt0439289/?ref_=fn_tt_tt_1,188.0,English,USA,R,12000000.0,2006.0,398.0,6.2,2.35,0,-5245102.0,Negative
2988,Color,Joon-ho Bong,363.0,110.0,584.0,74.0,Kang-ho Song,629.0,2201412.0,Comedy|Drama|Horror|Sci-Fi,Doona Bae,The Host ,68883,1173,Ah-sung Ko,0.0,daughter|han river|monster|river|seoul,http://www.imdb.com/title/tt0468492/?ref_=fn_tt_tt_1,279.0,Korean,South Korea,R,12215500000.0,2006.0,398.0,7.0,1.85,7000,-12213298588.0,Negative
3068,Color,Agnieszka Holland,78.0,104.0,238.0,22.0,David Kennedy,60.0,352786.0,Biography|Drama|Music,Phyllida Law,Copying Beethoven ,11132,150,Angus Barnett,0.0,music copyist|music student|musical composition|student|symphony,http://www.imdb.com/title/tt0424908/?ref_=fn_tt_tt_1,86.0,English,USA,PG-13,11000000.0,2006.0,35.0,6.8,2.35,0,-10647214.0,Negative
3074,Color,Ray Lawrence,75.0,118.0,10.0,48.0,Deborra-Lee Furness,172.0,399879.0,Crime|Drama|Mystery|Thriller,John Howard,Jindabyne ,5772,378,Max Cullen,2.0,camp|fishing|fishing trip|river|town,http://www.imdb.com/title/tt0382765/?ref_=fn_tt_tt_1,115.0,English,Australia,R,15000000.0,2006.0,71.0,6.4,2.35,302,-14600121.0,Negative
3075,Color,Karan Johar,20.0,193.0,160.0,860.0,John Abraham,8000.0,3275443.0,Drama,Shah Rukh Khan,Kabhi Alvida Naa Kehna ,13998,10822,Preity Zinta,2.0,extramarital affair|fashion magazine editor|marriage|new york|teacher,http://www.imdb.com/title/tt0449999/?ref_=fn_tt_tt_1,264.0,Hindi,India,R,700000000.0,2006.0,1000.0,6.0,2.35,659,-696724557.0,Negative
3091,Color,Darren Lynn Bousman,210.0,121.0,163.0,482.0,Shawnee Smith,723.0,80150343.0,Horror|Mystery,Costas Mandylor,Saw III ,142115,3189,Leigh Whannell,0.0,brutality|female full frontal nudity|female nudity|torture|trap,http://www.imdb.com/title/tt0489270/?ref_=fn_tt_tt_1,614.0,English,USA,R,10000000.0,2006.0,651.0,6.2,1.85,0,70150343.0,Positive
3099,Color,Tyler Perry,46.0,107.0,0.0,685.0,Cicely Tyson,1000.0,63231524.0,Comedy|Drama|Romance,Boris Kodjoe,Madea's Family Reunion ,8962,5264,Blair Underwood,4.0,cross dressing|family reunion|madea series|reflective|sister sister relationship,http://www.imdb.com/title/tt0455612/?ref_=fn_tt_tt_1,137.0,English,USA,PG-13,6000000.0,2006.0,907.0,5.0,1.85,676,57231524.0,Positive
3126,Color,Greg Coolidge,85.0,103.0,27.0,534.0,Danny Woodburn,1000.0,28435406.0,Comedy|Romance,Dane Cook,Employee of the Month ,37681,4441,Jessica Simpson,2.0,competition|date|employee|laser in eyes|slacker,http://www.imdb.com/title/tt0424993/?ref_=fn_tt_tt_1,151.0,English,USA,PG-13,12000000.0,2006.0,809.0,5.5,1.85,0,16435406.0,Positive
3135,Color,Robert Altman,211.0,105.0,500.0,718.0,Virginia Madsen,11000.0,20338609.0,Comedy|Drama|Music,Meryl Streep,A Prairie Home Companion ,19655,12946,Lily Tomlin,8.0,backstage|country music|cowboy|radio|singing,http://www.imdb.com/title/tt0420087/?ref_=fn_tt_tt_1,280.0,English,USA,PG-13,10000000.0,2006.0,912.0,6.8,2.35,683,10338609.0,Positive
3186,Color,Werner Herzog,198.0,120.0,0.0,294.0,Toby Huss,23000.0,5484375.0,Adventure|Biography|Drama|War,Christian Bale,Rescue Dawn ,84641,24270,François Chau,0.0,bombing|guard|jungle|laos|prisoner,http://www.imdb.com/title/tt0462504/?ref_=fn_tt_tt_1,205.0,English,USA,PG-13,10000000.0,2006.0,342.0,7.3,1.85,0,-4515625.0,Negative
3196,Color,Victor Salva,44.0,120.0,108.0,400.0,Tim DeKay,634.0,1055654.0,Drama|Romance|Sport,Scott Mechlowicz,Peaceful Warrior ,20426,2673,Agnes Bruckner,1.0,college|college athlete|comeback|gymnast|olympics,http://www.imdb.com/title/tt0438315/?ref_=fn_tt_tt_1,175.0,English,Germany,PG-13,10000000.0,2006.0,436.0,7.3,2.35,0,-8944346.0,Negative
3227,Color,Christopher Smith,200.0,90.0,76.0,345.0,Toby Stephens,798.0,136432.0,Comedy|Horror|Thriller,Danny Dyer,Severance ,31890,2217,Laura Harris,0.0,blood splatter|eastern europe|female nudity|pine forest|team building,http://www.imdb.com/title/tt0464196/?ref_=fn_tt_tt_1,194.0,English,UK,R,5000000.0,2006.0,769.0,6.6,1.85,0,-4863568.0,Negative
3294,Color,Glen Morgan,186.0,94.0,17.0,179.0,Crystal Lowe,607.0,16235293.0,Horror,Oliver Hudson,Black Christmas ,19918,1611,Andrea Martin,0.0,attic|christmas|house|incest|sorority,http://www.imdb.com/title/tt0454082/?ref_=fn_tt_tt_1,278.0,English,USA,R,9000000.0,2006.0,318.0,4.5,2.35,0,7235293.0,Positive
3316,Color,Peter Cattaneo,24.0,86.0,11.0,18.0,Vince Colosimo,185.0,13751.0,Drama|Family,Jacqueline McKenzie,Opal Dream ,813,299,Peter Callan,0.0,friend|girl|imaginary friend|outback|town,http://www.imdb.com/title/tt0420835/?ref_=fn_tt_tt_1,6.0,English,Australia,PG,11400000.0,2006.0,62.0,6.6,1.85,135,-11386249.0,Negative
3361,Color,Jonathan Dayton,270.0,101.0,36.0,27.0,Steven Christopher Parker,7000.0,59889948.0,Comedy|Drama,Steve Carell,Little Miss Sunshine ,355810,7227,Jill Talley,1.0,gay|graduate student|sister sister relationship|sprite|uncle nephew relationship,http://www.imdb.com/title/tt0449059/?ref_=fn_tt_tt_1,889.0,English,USA,R,8000000.0,2006.0,150.0,7.9,2.35,15000,51889948.0,Positive
3415, Black and White,Andrew Currie,140.0,93.0,8.0,33.0,Henry Czerny,553.0,298110.0,Comedy|Drama|Horror|Sci-Fi,Alexia Fast,Fido ,25055,786,Kesun Loder,1.0,decapitation|neighbor|neighborhood|next door neighbor|zombie,http://www.imdb.com/title/tt0457572/?ref_=fn_tt_tt_1,98.0,English,Canada,R,8000000.0,2006.0,177.0,6.8,2.35,0,-7701890.0,Negative
3420,Color,Robert Moresco,26.0,107.0,53.0,463.0,Brad Renfro,954.0,53481.0,Crime|Drama|Thriller,Brian Dennehy,10th & Wolf ,5557,2512,Dash Mihok,5.0,desert storm|fbi|fbi agent|fragmentation grenade|woman kills attacker,http://www.imdb.com/title/tt0360323/?ref_=fn_tt_tt_1,34.0,English,USA,R,8000000.0,2006.0,551.0,6.4,2.35,294,-7946519.0,Negative
3515,Color,George Hickenlooper,117.0,99.0,60.0,628.0,Jimmy Fallon,4000.0,1654367.0,Biography|Drama,Hayden Christensen,Factory Girl ,18355,6526,Beth Grant,0.0,andy warhol|female nudity|public nudity|singer|socialite,http://www.imdb.com/title/tt0432402/?ref_=fn_tt_tt_1,106.0,English,USA,R,7000000.0,2006.0,787.0,6.4,1.85,3000,-5345633.0,Negative
3562,Color,Nicole Holofcener,111.0,88.0,132.0,180.0,Marin Hinkle,435.0,13367101.0,Comedy|Drama|Romance,Greg Germann,Friends with Money ,19715,1140,Jake Cherry,2.0,friend|friendship|marital problem|money problems|nervous breakdown,http://www.imdb.com/title/tt0436331/?ref_=fn_tt_tt_1,166.0,English,USA,R,6500000.0,2006.0,230.0,5.9,2.35,515,6867101.0,Positive
3607,Color,Kevin Macdonald,252.0,121.0,162.0,25.0,Simon McBurney,1000.0,17605861.0,Biography|Drama|History|Thriller,David Oyelowo,The Last King of Scotland ,145580,1184,Abby Mukiibi Nkaaga,1.0,1970s|assassination|doctor|scottish|ugandan,http://www.imdb.com/title/tt0455590/?ref_=fn_tt_tt_1,351.0,English,UK,R,6000000.0,2006.0,149.0,7.7,2.35,0,11605861.0,Positive
3639,Color,Joey Lauren Adams,36.0,97.0,781.0,90.0,Diane Ladd,596.0,117560.0,Drama|Romance,Tim Blake Nelson,Come Early Morning ,2330,1081,Ritchie Montgomery,0.0,church|drink|knocking on a door|love|three word title,http://www.imdb.com/title/tt0457308/?ref_=fn_tt_tt_1,29.0,English,USA,R,6000000.0,2006.0,206.0,6.2,1.85,224,-5882440.0,Negative
3664,Color,Preston A. Whitmore II,25.0,95.0,17.0,255.0,Wayne Brady,592.0,7009668.0,Action|Sport,Wesley Jonathan,Crossover ,8707,2000,Eva Marcille,6.0,african american|basketball|basketball movie|critically bashed|tv commercial,http://www.imdb.com/title/tt0473024/?ref_=fn_tt_tt_1,36.0,English,USA,PG-13,5600000.0,2006.0,378.0,2.1,1.85,244,1409668.0,Positive
3718, Black and White,Kevin Smith,174.0,97.0,0.0,657.0,Jason Mewes,1000.0,24138847.0,Comedy,Ethan Suplee,Clerks II ,114797,2990,Brian O'Halloran,3.0,fast food|fast food restaurant|new jersey|quick stop|restaurant,http://www.imdb.com/title/tt0424345/?ref_=fn_tt_tt_1,472.0,English,USA,R,5000000.0,2006.0,898.0,7.4,1.85,0,19138847.0,Positive
3819,Color,Jirí Menzel,99.0,113.0,44.0,4.0,Ivan Barnev,61.0,617228.0,Comedy|Drama|Romance|War,Julia Jentsch,I Served the King of England ,6183,92,Milan Lasica,1.0,hotel|legs|lingerie|waiter|wealth,http://www.imdb.com/title/tt0284363/?ref_=fn_tt_tt_1,27.0,Czech,Czech Republic,R,84450000.0,2006.0,12.0,7.4,1.85,1000,-83832772.0,Negative
3862,Color,Johnnie To,98.0,110.0,143.0,76.0,Anthony Chau-Sang Wong,155.0,49413.0,Action|Crime|Thriller,Simon Yam,Exiled ,6919,398,Josie Ho,0.0,baby|friendship|macau|practical joke|selfie,http://www.imdb.com/title/tt0796212/?ref_=fn_tt_tt_1,26.0,Cantonese,Hong Kong,R,35000000.0,2006.0,96.0,7.3,2.35,528,-34950587.0,Negative
3907,Color,Woody Allen,177.0,96.0,11000.0,405.0,Kevin McNally,19000.0,10515579.0,Comedy|Crime|Mystery,Scarlett Johansson,Scoop ,66840,20132,Geoff Bell,0.0,english garden|fake drowning|fake parent|musical instrument|poker the card game,http://www.imdb.com/title/tt0457513/?ref_=fn_tt_tt_1,248.0,English,UK,PG-13,4000000.0,2006.0,427.0,6.7,1.85,0,6515579.0,Positive
3913,Color,Patrick Stettner,125.0,81.0,5.0,710.0,Joe Morton,49000.0,7825820.0,Crime|Mystery|Thriller,Robin Williams,The Night Listener ,13086,50831,Rory Culkin,0.0,boy|radio show|social worker|telephone|wisconsin,http://www.imdb.com/title/tt0448075/?ref_=fn_tt_tt_1,156.0,English,USA,R,4000000.0,2006.0,780.0,5.9,1.85,576,3825820.0,Positive
3980,Color,Nicholas Hytner,112.0,109.0,13.0,480.0,Russell Tovey,3000.0,2706659.0,Comedy|Drama,Dominic Cooper,The History Boys ,17770,5977,James Corden,0.0,gay|headmaster|oxford|school|teacher,http://www.imdb.com/title/tt0464049/?ref_=fn_tt_tt_1,172.0,English,UK,R,2000000.0,2006.0,796.0,6.9,1.85,0,706659.0,Positive
4008,Color,Robert Cary,30.0,101.0,0.0,681.0,Fred Willard,827.0,220234.0,Comedy|Romance,Frances Conroy,Ira & Abby ,1950,3574,Kevin Sussman,3.0,erectile dysfunction|mugger|mugging|subway robbery|therapy,http://www.imdb.com/title/tt0480251/?ref_=fn_tt_tt_1,24.0,English,USA,R,3500000.0,2006.0,729.0,6.5,1.85,360,-3279766.0,Negative
4035,Color,Alejandro Monteverde,60.0,91.0,38.0,377.0,Ramon Rodriguez,625.0,8108247.0,Drama|Romance,Armando Riesco,Bella ,9607,2747,Eduardo Verástegui,0.0,inter cultural|latino|restaurant|soccer|train,http://www.imdb.com/title/tt0482463/?ref_=fn_tt_tt_1,174.0,English,USA,PG-13,3300000.0,2006.0,464.0,7.4,1.85,0,4808247.0,Positive
4081,Color,Nnegest Likké,37.0,99.0,18.0,233.0,Jimmy Jean-Louis,939.0,7059537.0,Comedy,Mo'Nique,Phat Girlz ,8279,2321,Joyful Drake,0.0,female protagonist|size positive|thin|title directed by female|wet dream,http://www.imdb.com/title/tt0490196/?ref_=fn_tt_tt_1,101.0,English,USA,PG-13,3000000.0,2006.0,407.0,3.0,1.85,837,4059537.0,Positive
4203,Color,Michael D. Sellers,18.0,100.0,0.0,249.0,Carly Schroeder,640.0,71904.0,Comedy|Drama|Family,Katharine Ross,Eye of the Dolphin ,806,1491,George Harris,1.0,dolphin|island|research|tourist|town,http://www.imdb.com/title/tt0465407/?ref_=fn_tt_tt_1,18.0,English,USA,PG-13,2500000.0,2006.0,261.0,5.7,1.85,140,-2428096.0,Negative
4213,Color,Robby Henson,25.0,101.0,9.0,201.0,Max Ryan,973.0,978908.0,Drama|Horror|Mystery|Thriller,Marc Blucas,Thr3e ,4057,2306,Justine Waddell,0.0,bound with duct tape|flash forward|number|riddle|stalking,http://www.imdb.com/title/tt0486028/?ref_=fn_tt_tt_1,90.0,English,Poland,PG-13,2400000.0,2006.0,872.0,5.1,2.35,250,-1421092.0,Negative
4216,Color,Shane Meadows,172.0,101.0,222.0,698.0,Joseph Gilgun,1000.0,327919.0,Crime|Drama,Stephen Graham,This Is England ,99177,3282,Jack O'Connell,0.0,england|racism|racist|skinhead|violence,http://www.imdb.com/title/tt0480025/?ref_=fn_tt_tt_1,192.0,English,UK,Unrated,1500000.0,2006.0,788.0,7.7,1.85,11000,-1172081.0,Negative
4259,Color,Florian Henckel von Donnersmarck,215.0,137.0,207.0,155.0,Ulrich Mühe,380.0,11284657.0,Drama|Thriller,Sebastian Koch,The Lives of Others ,259379,927,Martina Gedeck,3.0,east germany|police|secret police|stasi|writer,http://www.imdb.com/title/tt0405094/?ref_=fn_tt_tt_1,407.0,German,Germany,R,2000000.0,2006.0,284.0,8.5,2.35,39000,9284657.0,Positive
4283,Color,John Cameron Mitchell,160.0,101.0,263.0,37.0,Peter Stickles,71.0,1984378.0,Comedy|Drama|Romance,Sook-Yin Lee,Shortbus ,27346,226,Raphael Barker,3.0,controversy|ejaculation|male frontal nudity|oral sex|unsimulated sex,http://www.imdb.com/title/tt0367027/?ref_=fn_tt_tt_1,206.0,English,USA,Unrated,2000000.0,2006.0,51.0,6.5,1.78,0,-15622.0,Negative
4312,Color,Laurie Collyer,78.0,96.0,38.0,85.0,Kate Burton,363.0,198407.0,Drama,Brad William Henke,Sherrybaby ,10282,774,Michelle Hurst,1.0,ex convict|halfway house|nipples visible through clothing|orgasm|parole officer,http://www.imdb.com/title/tt0423169/?ref_=fn_tt_tt_1,78.0,English,USA,R,2000000.0,2006.0,223.0,6.6,1.85,474,-1801593.0,Negative
4349,Color,Pascal Arnold,14.0,95.0,0.0,164.0,Lizzie Brocheré,533.0,18435.0,Drama,Karl E. Landler,One to Another ,1010,1082,Pierre Perrier,5.0,fellatio|female frontal nudity|male frontal nudity|nude sunbathing|orgy,http://www.imdb.com/title/tt0486751/?ref_=fn_tt_tt_1,15.0,French,France,Unrated,1400000.0,2006.0,323.0,5.8,1.85,104,-1381565.0,Negative
4424,Color,Jeff Garlin,32.0,80.0,522.0,423.0,Jeff Garlin,813.0,194568.0,Comedy|Romance,Jessy Schram,I Want Someone to Eat Cheese With ,2963,2179,Joey Slotnick,0.0,cheese|city|ice cream|school|second city,http://www.imdb.com/title/tt0391229/?ref_=fn_tt_tt_1,28.0,English,USA,R,1500000.0,2006.0,522.0,6.2,1.85,0,-1305432.0,Negative
4463,Color,Ham Tran,15.0,135.0,5.0,5.0,Kieu Chinh,51.0,638951.0,Drama,Long Nguyen,Journey from the Fall ,775,83,Cat Ly,2.0,1970s|1980s|nonlinear timeline|rescue|vietnam war,http://www.imdb.com/title/tt0433398/?ref_=fn_tt_tt_1,19.0,Vietnamese,USA,R,1592000.0,2006.0,24.0,7.4,1.85,100,-953049.0,Negative
4493,Color,Paul McGuigan,202.0,110.0,118.0,1000.0,Morgan Freeman,13000.0,22494487.0,Crime|Drama|Mystery|Thriller,Bruce Willis,Lucky Number Slevin ,262160,26451,Dorian Missick,3.0,coroner|death|gay son|love|mistaken identity,http://www.imdb.com/title/tt0425210/?ref_=fn_tt_tt_1,507.0,English,Germany,R,27000000.0,2006.0,11000.0,7.8,2.35,10000,-4505513.0,Negative
4566,Color,Chris Paine,87.0,92.0,2.0,5.0,Phyllis Diller,783.0,1677838.0,Documentary,Ed Begley Jr.,Who Killed the Electric Car? ,11283,1447,Colette Divine,0.0,california|car|reference to ralph nader|technology|u.s. president,http://www.imdb.com/title/tt0489037/?ref_=fn_tt_tt_1,155.0,English,USA,PG,1000000.0,2006.0,659.0,7.7,1.75,0,677838.0,Positive
4581,Color,Goran Dukic,117.0,88.0,21.0,772.0,Patrick Fugit,1000.0,104077.0,Comedy|Drama|Fantasy|Romance,Leslie Bibb,Wristcutters: A Love Story ,46076,4720,Chase Ellison,2.0,afterlife|camping|death|hitchhiker|suicide,http://www.imdb.com/title/tt0477139/?ref_=fn_tt_tt_1,88.0,English,USA,R,1000000.0,2006.0,835.0,7.4,1.78,11000,-895923.0,Negative
4587,Color,Paul Crowder,40.0,97.0,10.0,5.0,Marv Albert,102.0,144431.0,Documentary|Sport,Pelé,Once in a Lifetime: The Extraordinary Story of the New York Cosmos ,1290,118,Ahmet Ertegun,0.0,new york|new york cosmos|professional sports|soccer|soccer team,http://www.imdb.com/title/tt0489247/?ref_=fn_tt_tt_1,13.0,English,UK,PG-13,1000000.0,2006.0,7.0,7.3,1.85,587,-855569.0,Negative
4601, Black and White,Eric Nicholas,71.0,78.0,0.0,61.0,Ana Claudia Talancón,262.0,10018.0,Crime|Drama|Thriller,Jordana Spiro,Alone with Her ,3228,509,Jonathon Trent,0.0,female nudity|female pubic hair|masturbation|panties|pubic hair,http://www.imdb.com/title/tt0472259/?ref_=fn_tt_tt_1,31.0,English,USA,Not Rated,1000000.0,2006.0,163.0,6.1,1.85,244,-989982.0,Negative
4603,Color,Hal Haberman,56.0,81.0,0.0,394.0,Paul Blackthorne,975.0,6387.0,Comedy|Drama|Sci-Fi,Michael Rapaport,Special ,4862,2694,Ian Bohen,0.0,dream sequence|locked in a room|looking at self in mirror|medication|superhero,http://www.imdb.com/title/tt0479162/?ref_=fn_tt_tt_1,37.0,English,USA,R,1000000.0,2006.0,645.0,6.9,1.85,0,-993613.0,Negative
4606,Color,Brian Trenchard-Smith,8.0,88.0,53.0,176.0,Mariel Hemingway,563.0,721.0,Action|Drama,David Keith,In Her Line of Fire ,783,1284,Jesse Hutch,2.0,camp|die hard scenario|female protagonist|island|vice president,http://www.imdb.com/title/tt0487156/?ref_=fn_tt_tt_1,12.0,English,Germany,R,1000000.0,2006.0,288.0,4.1,1.85,42,-999279.0,Negative
4696,Color,Ryan Fleck,208.0,106.0,31.0,71.0,Tristan Mack Wilds,33000.0,2694973.0,Drama,Ryan Gosling,Half Nelson ,70885,33734,Jeff Lima,2.0,bathroom|classroom|dialectics|drugs|student,http://www.imdb.com/title/tt0468489/?ref_=fn_tt_tt_1,189.0,English,USA,R,700000.0,2006.0,519.0,7.2,1.85,0,1994973.0,Positive
4784,Color,Lloyd Kaufman,88.0,103.0,365.0,49.0,Lloyd Kaufman,907.0,23000.0,Comedy|Horror|Musical,John Karyus,Poultrygeist: Night of the Chicken Dead ,5931,1411,Kate Graham,0.0,castration|chicken|fast food|indian burial ground|protest,http://www.imdb.com/title/tt0462485/?ref_=fn_tt_tt_1,58.0,English,USA,Unrated,500000.0,2006.0,365.0,6.2,1.85,0,-477000.0,Negative
4796,Color,Richard Glatzer,69.0,90.0,25.0,138.0,Jesse Garcia,231.0,1689999.0,Drama,Emily Rios,Quinceañera ,3675,771,Alicia Sixtos,1.0,15th birthday|birthday|gay|party|security guard,http://www.imdb.com/title/tt0451176/?ref_=fn_tt_tt_1,48.0,Spanish,USA,R,400000.0,2006.0,200.0,7.1,2.35,426,1289999.0,Positive
4832,Color,Kelly Reichardt,88.0,76.0,129.0,26.0,Lucy,52.0,255352.0,Drama,Daniel London,Old Joy ,4423,132,Will Oldham,2.0,cell phone|male frontal nudity|oregon|sexual ambiguity|title directed by female,http://www.imdb.com/title/tt0468526/?ref_=fn_tt_tt_1,57.0,English,USA,Unrated,300000.0,2006.0,44.0,6.7,1.66,594,-44648.0,Negative
4915,Color,Ricki Stern,11.0,106.0,15.0,0.0,Evelyn Jefferson,2.0,1111.0,Crime|Documentary,Darryl Hunt,The Trials of Darryl Hunt ,771,2,John Reeves,0.0,false accusation|murder|north carolina|trial|wrongful conviction,http://www.imdb.com/title/tt0446055/?ref_=fn_tt_tt_1,10.0,English,USA,PG-13,200000.0,2006.0,0.0,7.7,1.66,246,-198889.0,Negative
4955,Color,Alex Kendrick,31.0,111.0,589.0,51.0,Erin Bethea,589.0,10174663.0,Drama|Sport,Alex Kendrick,Facing the Giants ,12399,916,Shannen Fields,0.0,christian|coach|faith|football|football team,http://www.imdb.com/title/tt0805526/?ref_=fn_tt_tt_1,382.0,English,USA,PG,100000.0,2006.0,150.0,6.7,1.85,0,10074663.0,Positive
